0,135,10,1515268560
0,150,10,1515268800
0,130,1,1515268800
0,145,10,1515270000
0,150,87,1515270000
1,690,8,1515275760
0,185,10,1515279420
0,199,20,1515282360
0,395,12,1515288300
0,99,60,1515331380
1,400,5,1515338940
0,225,10,1515362700
0,230,60,1515362700
0,235,10,1515362700
1,689,10,1515368160
0,234,59,1515375000
0,280,38,1515375000
0,150,20,1515429000
1,200,8,1515429840
1,150,2,1515469740
